"Ionic radius ","Temperature","Frequency","Re(Z)","Img(Z)"
"1.82E-10","70","7.94E+2","1.24E+5","8.71E+3"
"1.82E-10","70","7.36E+2","1.24E+5","8.16E+3"
"1.82E-10","70","6.81E+2","1.24E+5","7.62E+3"
"1.82E-10","70","6.31E+2","1.25E+5","7.32E+3"
"1.82E-10","70","5.84E+2","1.25E+5","7.05E+3"
"1.82E-10","70","5.41E+2","1.25E+5","6.62E+3"
"1.82E-10","70","5.01E+2","1.25E+5","6.20E+3"
"1.82E-10","70","4.64E+2","1.25E+5","6.28E+3"
"1.82E-10","70","4.30E+2","1.25E+5","6.15E+3"
"1.82E-10","70","3.98E+2","1.25E+5","5.89E+3"
"1.82E-10","70","3.69E+2","1.25E+5","5.83E+3"
"1.82E-10","70","3.41E+2","1.25E+5","5.76E+3"
"1.82E-10","70","3.16E+2","1.26E+5","5.69E+3"
"1.82E-10","70","2.93E+2","1.26E+5","5.91E+3"
"1.82E-10","70","2.71E+2","1.26E+5","5.94E+3"
"1.82E-10","70","2.51E+2","1.26E+5","6.30E+3"
"1.82E-10","70","2.33E+2","1.26E+5","6.17E+3"
"1.82E-10","70","2.15E+2","1.26E+5","6.92E+3"
"1.82E-10","70","2.00E+2","1.27E+5","6.89E+3"
"1.82E-10","70","1.85E+2","1.27E+5","7.46E+3"
"1.82E-10","70","1.71E+2","1.27E+5","7.80E+3"
"1.82E-10","70","1.59E+2","1.27E+5","8.43E+3"
"1.82E-10","70","1.47E+2","1.28E+5","8.53E+3"
"1.82E-10","70","1.36E+2","1.28E+5","9.17E+3"
"1.82E-10","70","1.26E+2","1.28E+5","9.37E+3"
"1.82E-10","70","1.17E+2","1.29E+5","1.01E+4"
"1.82E-10","70","1.08E+2","1.29E+5","1.08E+4"
"1.82E-10","70","1.00E+2","1.30E+5","1.14E+4"
"1.82E-10","70","9.26E+1","1.30E+5","1.19E+4"
"1.82E-10","70","8.58E+1","1.31E+5","1.28E+4"
"1.82E-10","70","7.94E+1","1.31E+5","1.29E+4"
"1.82E-10","70","7.36E+1","1.32E+5","1.37E+4"
"1.82E-10","70","6.81E+1","1.33E+5","1.48E+4"
"1.82E-10","70","6.31E+1","1.34E+5","1.52E+4"
"1.82E-10","70","5.84E+1","1.34E+5","1.59E+4"
"1.82E-10","70","5.41E+1","1.35E+5","1.68E+4"
"1.82E-10","70","5.01E+1","1.35E+5","1.72E+4"
"1.82E-10","70","4.64E+1","1.36E+5","1.85E+4"
"1.82E-10","70","4.30E+1","1.37E+5","1.87E+4"
"1.82E-10","70","3.98E+1","1.38E+5","1.99E+4"
"1.82E-10","70","3.69E+1","1.40E+5","2.10E+4"
"1.82E-10","70","3.41E+1","1.40E+5","2.17E+4"
"1.82E-10","70","3.16E+1","1.41E+5","2.26E+4"
"1.82E-10","70","2.93E+1","1.42E+5","2.37E+4"
"1.82E-10","70","2.71E+1","1.43E+5","2.48E+4"
"1.82E-10","70","2.51E+1","1.45E+5","2.59E+4"
"1.82E-10","70","2.33E+1","1.46E+5","2.68E+4"
"1.82E-10","70","2.16E+1","1.47E+5","2.85E+4"
"1.82E-10","70","2.00E+1","1.48E+5","2.94E+4"
"1.82E-10","70","1.85E+1","1.50E+5","3.06E+4"
"1.82E-10","70","1.71E+1","1.52E+5","3.15E+4"
"1.82E-10","70","1.58E+1","1.54E+5","3.27E+4"
"1.82E-10","70","1.47E+1","1.55E+5","3.39E+4"
"1.82E-10","70","1.36E+1","1.57E+5","3.51E+4"
"1.82E-10","70","1.26E+1","1.59E+5","3.64E+4"
"1.82E-10","70","1.17E+1","1.61E+5","3.73E+4"
"1.82E-10","70","1.08E+1","1.63E+5","3.85E+4"
"1.82E-10","70","1.00E+1","1.66E+5","3.97E+4"
"1.82E-10","70","9.26E+0","1.67E+5","4.05E+4"
"1.82E-10","70","8.58E+0","1.70E+5","4.19E+4"
"1.82E-10","70","7.94E+0","1.73E+5","4.25E+4"
"1.82E-10","70","7.36E+0","1.75E+5","4.38E+4"
"1.82E-10","70","6.81E+0","1.77E+5","4.44E+4"
"1.82E-10","70","6.31E+0","1.80E+5","4.59E+4"
"1.82E-10","70","5.84E+0","1.82E+5","4.56E+4"
"1.82E-10","70","5.41E+0","1.85E+5","4.72E+4"
"1.82E-10","70","5.01E+0","1.87E+5","4.83E+4"
"1.82E-10","70","4.64E+0","1.90E+5","4.90E+4"
"1.82E-10","70","4.30E+0","1.92E+5","4.89E+4"
"1.82E-10","70","3.98E+0","1.96E+5","5.02E+4"
"1.82E-10","70","3.69E+0","1.97E+5","5.12E+4"
"1.82E-10","70","3.41E+0","2.00E+5","5.13E+4"
"1.82E-10","70","3.16E+0","2.03E+5","5.19E+4"
"1.82E-10","70","2.93E+0","2.07E+5","5.28E+4"
"1.82E-10","70","2.71E+0","2.09E+5","5.40E+4"
"1.82E-10","70","2.51E+0","2.11E+5","5.40E+4"
"1.82E-10","70","2.33E+0","2.14E+5","5.39E+4"
"1.82E-10","70","2.15E+0","2.18E+5","5.44E+4"
"1.82E-10","70","2.00E+0","2.21E+5","5.58E+4"
"1.82E-10","70","1.85E+0","2.24E+5","5.70E+4"
"1.82E-10","70","1.71E+0","2.26E+5","5.74E+4"
"1.82E-10","70","1.58E+0","2.29E+5","5.79E+4"
"1.82E-10","70","1.47E+0","2.32E+5","5.77E+4"
"1.82E-10","70","1.36E+0","2.35E+5","5.79E+4"
"1.82E-10","70","1.26E+0","2.40E+5","5.90E+4"
"1.82E-10","70","1.17E+0","2.43E+5","6.06E+4"
"1.82E-10","70","1.08E+0","2.45E+5","6.19E+4"
"1.82E-10","70","1.00E+0","2.47E+5","6.25E+4"
"2.06E-10","-10","1.00E+6","8.60E+3","2.53E+3"
"2.06E-10","-10","9.12E+5","8.76E+3","2.16E+3"
"2.06E-10","-10","8.32E+5","8.67E+3","2.47E+3"
"2.06E-10","-10","7.59E+5","8.84E+3","2.66E+3"
"2.06E-10","-10","6.92E+5","8.83E+3","3.06E+3"
"2.06E-10","-10","6.31E+5","8.92E+3","3.32E+3"
"2.06E-10","-10","5.75E+5","8.88E+3","3.14E+3"
"2.06E-10","-10","5.25E+5","9.33E+3","3.25E+3"
"2.06E-10","-10","4.79E+5","9.54E+3","3.68E+3"
"2.06E-10","-10","4.37E+5","9.39E+3","3.97E+3"
"2.06E-10","-10","3.98E+5","9.72E+3","4.11E+3"
"2.06E-10","-10","3.63E+5","9.80E+3","4.31E+3"
"2.06E-10","-10","3.31E+5","1.01E+4","4.60E+3"
"2.06E-10","-10","3.02E+5","1.02E+4","4.82E+3"
"2.06E-10","-10","2.75E+5","1.01E+4","5.45E+3"
"2.06E-10","-10","2.51E+5","1.05E+4","5.47E+3"
"2.06E-10","-10","2.29E+5","1.07E+4","5.81E+3"
"2.06E-10","-10","2.09E+5","1.10E+4","6.07E+3"
"2.06E-10","-10","1.91E+5","1.14E+4","6.77E+3"
"2.06E-10","-10","1.74E+5","1.13E+4","6.72E+3"
"2.06E-10","-10","1.58E+5","1.15E+4","7.31E+3"
"2.06E-10","-10","1.45E+5","1.15E+4","7.84E+3"
"2.06E-10","-10","1.32E+5","1.20E+4","8.23E+3"
"2.06E-10","-10","1.20E+5","1.21E+4","8.90E+3"
"2.06E-10","-10","1.10E+5","1.24E+4","9.57E+3"
"2.06E-10","-10","1.00E+5","1.23E+4","1.03E+4"
"2.06E-10","-10","9.12E+4","1.28E+4","1.10E+4"
"2.06E-10","-10","8.32E+4","1.32E+4","1.17E+4"
"2.06E-10","-10","7.59E+4","1.35E+4","1.26E+4"
"2.06E-10","-10","6.92E+4","1.37E+4","1.36E+4"
"2.06E-10","-10","6.31E+4","1.43E+4","1.46E+4"
"2.06E-10","-10","5.75E+4","1.47E+4","1.57E+4"
"2.06E-10","-10","5.25E+4","1.51E+4","1.70E+4"
"2.06E-10","-10","4.79E+4","1.58E+4","1.84E+4"
"2.06E-10","-10","4.37E+4","1.66E+4","1.98E+4"
"2.06E-10","-10","3.98E+4","1.72E+4","2.14E+4"
"2.06E-10","-10","3.63E+4","1.80E+4","2.32E+4"
"2.06E-10","-10","3.31E+4","1.91E+4","2.52E+4"
"2.06E-10","-10","3.02E+4","2.04E+4","2.67E+4"
"2.06E-10","-10","2.75E+4","2.17E+4","2.93E+4"
"2.06E-10","-10","2.51E+4","2.33E+4","3.10E+4"
"2.06E-10","-10","2.29E+4","2.51E+4","3.30E+4"
"2.06E-10","-10","2.09E+4","2.70E+4","3.56E+4"
"2.06E-10","-10","1.91E+4","3.13E+4","3.96E+4"
"2.06E-10","-10","1.74E+4","3.41E+4","4.17E+4"
"2.06E-10","-10","1.58E+4","3.75E+4","4.38E+4"
"2.06E-10","-10","1.45E+4","4.09E+4","4.58E+4"
"2.06E-10","-10","1.32E+4","4.50E+4","4.76E+4"
"2.06E-10","-10","1.20E+4","4.86E+4","4.85E+4"
"2.06E-10","-10","1.10E+4","5.34E+4","4.96E+4"
"2.06E-10","-10","1.00E+4","5.80E+4","5.02E+4"
"2.06E-10","-10","9.12E+3","6.30E+4","5.07E+4"
"2.06E-10","-10","8.32E+3","6.74E+4","5.09E+4"
"2.06E-10","-10","7.59E+3","7.20E+4","5.06E+4"
"2.06E-10","-10","6.92E+3","7.64E+4","4.99E+4"
"2.06E-10","-10","6.31E+3","8.10E+4","4.80E+4"
"2.06E-10","-10","5.75E+3","8.50E+4","4.66E+4"
"2.06E-10","-10","5.25E+3","8.91E+4","4.55E+4"
"2.06E-10","-10","4.79E+3","9.19E+4","4.30E+4"
"2.06E-10","-10","4.37E+3","9.53E+4","4.10E+4"
"2.06E-10","-10","3.98E+3","9.83E+4","3.85E+4"
"2.06E-10","-10","3.63E+3","1.01E+5","3.62E+4"
"2.06E-10","-10","3.31E+3","1.02E+5","3.29E+4"
"2.06E-10","-10","3.02E+3","1.05E+5","3.07E+4"
"2.06E-10","-10","2.75E+3","1.07E+5","2.85E+4"
"2.06E-10","-10","2.51E+3","1.08E+5","2.66E+4"
"2.06E-10","-10","2.29E+3","1.09E+5","2.39E+4"
"2.06E-10","-10","2.09E+3","1.10E+5","2.19E+4"
"2.06E-10","-10","1.91E+3","1.11E+5","2.00E+4"
"2.06E-10","-10","1.74E+3","1.12E+5","1.87E+4"
"2.06E-10","-10","1.58E+3","1.12E+5","1.69E+4"
"2.06E-10","-10","1.45E+3","1.13E+5","1.54E+4"
"2.06E-10","-10","1.32E+3","1.13E+5","1.41E+4"
"2.06E-10","-10","1.20E+3","1.13E+5","1.28E+4"
"2.06E-10","-10","1.10E+3","1.13E+5","1.15E+4"
"2.06E-10","-10","1.00E+3","1.14E+5","1.07E+4"
"2.06E-10","-10","9.12E+2","1.14E+5","9.94E+3"
"2.06E-10","-10","8.32E+2","1.14E+5","8.84E+3"
"2.06E-10","-10","7.59E+2","1.14E+5","6.66E+3"
"2.06E-10","-10","6.92E+2","1.13E+5","6.77E+3"
"2.06E-10","-10","6.31E+2","1.14E+5","7.11E+3"
"2.06E-10","-10","5.75E+2","1.14E+5","6.54E+3"
"2.06E-10","-10","5.25E+2","1.14E+5","6.03E+3"
"2.06E-10","-10","4.79E+2","1.13E+5","5.92E+3"
"2.06E-10","-10","4.37E+2","1.14E+5","5.68E+3"
"2.06E-10","-10","3.98E+2","1.13E+5","5.82E+3"
"2.06E-10","-10","3.63E+2","1.14E+5","5.33E+3"
"2.06E-10","-10","3.31E+2","1.13E+5","5.61E+3"
"2.06E-10","-10","3.02E+2","1.14E+5","6.02E+3"
"2.06E-10","-10","2.75E+2","1.13E+5","5.82E+3"
"2.06E-10","-10","2.51E+2","1.13E+5","5.29E+3"
"2.06E-10","-10","2.29E+2","1.13E+5","6.15E+3"
"2.06E-10","-10","2.09E+2","1.14E+5","6.36E+3"
"2.06E-10","-10","1.91E+2","1.14E+5","6.61E+3"
"2.06E-10","-10","1.74E+2","1.14E+5","6.83E+3"
"2.06E-10","-10","1.58E+2","1.15E+5","7.11E+3"
"2.06E-10","-10","1.45E+2","1.14E+5","7.48E+3"
"2.06E-10","-10","1.32E+2","1.14E+5","8.84E+3"
"2.06E-10","-10","1.20E+2","1.15E+5","8.95E+3"
"2.06E-10","-10","1.10E+2","1.15E+5","9.13E+3"
"2.06E-10","-10","1.00E+2","1.15E+5","1.10E+4"
"2.06E-10","-10","9.12E+1","1.17E+5","1.05E+4"
"2.06E-10","-10","8.32E+1","1.17E+5","1.06E+4"
"2.06E-10","-10","7.59E+1","1.18E+5","1.26E+4"
"2.06E-10","-10","6.92E+1","1.18E+5","1.27E+4"
"2.06E-10","-10","6.31E+1","1.18E+5","1.37E+4"
"2.06E-10","-10","5.75E+1","1.19E+5","1.40E+4"
"2.06E-10","-10","5.25E+1","1.20E+5","1.91E+4"
"2.06E-10","-10","4.79E+1","1.20E+5","1.33E+4"
"2.06E-10","-10","4.37E+1","1.21E+5","1.73E+4"
"2.06E-10","-10","3.98E+1","1.23E+5","1.78E+4"
"2.06E-10","-10","3.63E+1","1.24E+5","1.94E+4"
"2.06E-10","-10","3.31E+1","1.26E+5","1.96E+4"
"2.06E-10","-10","3.02E+1","1.27E+5","2.01E+4"
"2.06E-10","-10","2.75E+1","1.28E+5","2.10E+4"
"2.06E-10","-10","2.51E+1","1.30E+5","2.12E+4"
"2.06E-10","-10","2.29E+1","1.31E+5","2.29E+4"
"2.06E-10","-10","2.09E+1","1.33E+5","2.34E+4"
"2.06E-10","-10","1.91E+1","1.35E+5","2.35E+4"
"2.06E-10","-10","1.74E+1","1.36E+5","2.45E+4"
"2.06E-10","-10","1.58E+1","1.38E+5","2.32E+4"
"2.06E-10","-10","1.45E+1","1.39E+5","2.61E+4"
"2.06E-10","-10","1.32E+1","1.42E+5","2.64E+4"
"2.06E-10","-10","1.20E+1","1.44E+5","2.62E+4"
"2.06E-10","-10","1.10E+1","1.45E+5","2.73E+4"
"2.06E-10","-10","1.00E+1","1.46E+5","2.80E+4"
"2.06E-10","-10","9.12E+0","1.49E+5","2.77E+4"
"2.06E-10","-10","8.32E+0","1.50E+5","2.88E+4"
"2.06E-10","-10","7.59E+0","1.52E+5","2.83E+4"
"2.06E-10","-10","6.92E+0","1.55E+5","2.83E+4"
"2.06E-10","-10","6.31E+0","1.57E+5","2.90E+4"
"2.06E-10","-10","5.75E+0","1.59E+5","2.90E+4"
"2.06E-10","-10","5.25E+0","1.61E+5","2.92E+4"
"2.06E-10","-10","4.79E+0","1.62E+5","2.92E+4"
"2.06E-10","-10","4.37E+0","1.64E+5","2.97E+4"
"2.06E-10","-10","3.98E+0","1.66E+5","2.98E+4"
"2.06E-10","-10","3.63E+0","1.68E+5","3.07E+4"
"2.06E-10","-10","3.31E+0","1.70E+5","2.96E+4"
"2.06E-10","-10","3.02E+0","1.71E+5","3.03E+4"
"2.06E-10","-10","2.75E+0","1.73E+5","2.97E+4"
"2.06E-10","-10","2.51E+0","1.75E+5","3.02E+4"
"2.06E-10","-10","2.29E+0","1.77E+5","3.06E+4"
"2.06E-10","-10","2.09E+0","1.79E+5","3.09E+4"
"2.06E-10","-10","1.91E+0","1.81E+5","3.06E+4"
"2.06E-10","-10","1.74E+0","1.82E+5","2.99E+4"
"2.06E-10","-10","1.58E+0","1.85E+5","3.05E+4"
"2.06E-10","-10","1.45E+0","1.86E+5","3.13E+4"
"2.06E-10","-10","1.32E+0","1.89E+5","3.14E+4"
"2.06E-10","-10","1.20E+0","1.90E+5","3.05E+4"
"2.06E-10","-10","1.10E+0","1.93E+5","3.11E+4"
"2.06E-10","-10","1.00E+0","1.94E+5","3.11E+4"
"2.06E-10","-5","1.00E+6","7.60E+3","2.45E+3"
"2.06E-10","-5","9.12E+5","7.69E+3","2.36E+3"
"2.06E-10","-5","8.32E+5","7.51E+3","2.40E+3"
"2.06E-10","-5","7.59E+5","7.73E+3","3.03E+3"
"2.06E-10","-5","6.92E+5","8.10E+3","3.11E+3"
"2.06E-10","-5","6.31E+5","8.13E+3","2.97E+3"
"2.06E-10","-5","5.75E+5","8.06E+3","3.04E+3"
"2.06E-10","-5","5.25E+5","8.25E+3","3.32E+3"
"2.06E-10","-5","4.79E+5","8.29E+3","3.67E+3"
"2.06E-10","-5","4.37E+5","8.45E+3","3.70E+3"
"2.06E-10","-5","3.98E+5","8.58E+3","4.01E+3"
"2.06E-10","-5","3.63E+5","8.67E+3","4.07E+3"
"2.06E-10","-5","3.31E+5","8.95E+3","4.47E+3"
"2.06E-10","-5","3.02E+5","9.00E+3","4.83E+3"
"2.06E-10","-5","2.75E+5","9.31E+3","4.78E+3"
"2.06E-10","-5","2.51E+5","9.48E+3","5.03E+3"
"2.06E-10","-5","2.29E+5","9.49E+3","5.38E+3"
"2.06E-10","-5","2.09E+5","9.64E+3","5.88E+3"
"2.06E-10","-5","1.91E+5","9.81E+3","5.99E+3"
"2.06E-10","-5","1.74E+5","1.01E+4","6.85E+3"
"2.06E-10","-5","1.58E+5","1.03E+4","7.05E+3"
"2.06E-10","-5","1.45E+5","1.04E+4","7.60E+3"
"2.06E-10","-5","1.32E+5","1.06E+4","7.96E+3"
"2.06E-10","-5","1.20E+5","1.09E+4","8.54E+3"
"2.06E-10","-5","1.10E+5","1.11E+4","9.01E+3"
"2.06E-10","-5","1.00E+5","1.12E+4","9.63E+3"
"2.06E-10","-5","9.12E+4","1.14E+4","1.04E+4"
"2.06E-10","-5","8.32E+4","1.19E+4","1.15E+4"
"2.06E-10","-5","7.59E+4","1.20E+4","1.21E+4"
"2.06E-10","-5","6.92E+4","1.25E+4","1.30E+4"
"2.06E-10","-5","6.31E+4","1.27E+4","1.40E+4"
"2.06E-10","-5","5.75E+4","1.34E+4","1.52E+4"
"2.06E-10","-5","5.25E+4","1.39E+4","1.65E+4"
"2.06E-10","-5","4.79E+4","1.39E+4","1.77E+4"
"2.06E-10","-5","4.37E+4","1.47E+4","1.91E+4"
"2.06E-10","-5","3.98E+4","1.57E+4","2.07E+4"
"2.06E-10","-5","3.63E+4","1.60E+4","2.24E+4"
"2.06E-10","-5","3.31E+4","1.73E+4","2.41E+4"
"2.06E-10","-5","3.02E+4","1.81E+4","2.61E+4"
"2.06E-10","-5","2.75E+4","1.99E+4","2.78E+4"
"2.06E-10","-5","2.51E+4","2.12E+4","3.01E+4"
"2.06E-10","-5","2.29E+4","2.37E+4","3.25E+4"
"2.06E-10","-5","2.09E+4","2.53E+4","3.40E+4"
"2.06E-10","-5","1.91E+4","2.95E+4","3.82E+4"
"2.06E-10","-5","1.74E+4","3.19E+4","4.05E+4"
"2.06E-10","-5","1.58E+4","3.55E+4","4.26E+4"
"2.06E-10","-5","1.45E+4","3.90E+4","4.46E+4"
"2.06E-10","-5","1.32E+4","4.24E+4","4.60E+4"
"2.06E-10","-5","1.20E+4","4.63E+4","4.77E+4"
"2.06E-10","-5","1.10E+4","5.05E+4","4.87E+4"
"2.06E-10","-5","1.00E+4","5.53E+4","4.99E+4"
"2.06E-10","-5","9.12E+3","5.96E+4","5.13E+4"
"2.06E-10","-5","8.32E+3","6.43E+4","5.02E+4"
"2.06E-10","-5","7.59E+3","6.87E+4","5.01E+4"
"2.06E-10","-5","6.92E+3","7.35E+4","4.89E+4"
"2.06E-10","-5","6.31E+3","7.74E+4","4.86E+4"
"2.06E-10","-5","5.75E+3","8.18E+4","4.66E+4"
"2.06E-10","-5","5.25E+3","8.58E+4","4.41E+4"
"2.06E-10","-5","4.79E+3","8.92E+4","4.25E+4"
"2.06E-10","-5","4.37E+3","9.20E+4","4.01E+4"
"2.06E-10","-5","3.98E+3","9.58E+4","3.68E+4"
"2.06E-10","-5","3.63E+3","9.76E+4","3.59E+4"
"2.06E-10","-5","3.31E+3","9.93E+4","3.32E+4"
"2.06E-10","-5","3.02E+3","1.03E+5","3.07E+4"
"2.06E-10","-5","2.75E+3","1.04E+5","2.90E+4"
"2.06E-10","-5","2.51E+3","1.05E+5","2.66E+4"
"2.06E-10","-5","2.29E+3","1.07E+5","2.41E+4"
"2.06E-10","-5","2.09E+3","1.08E+5","2.18E+4"
"2.06E-10","-5","1.91E+3","1.07E+5","1.97E+4"
"2.06E-10","-5","1.74E+3","1.08E+5","1.81E+4"
"2.06E-10","-5","1.58E+3","1.09E+5","1.71E+4"
"2.06E-10","-5","1.45E+3","1.10E+5","1.48E+4"
"2.06E-10","-5","1.32E+3","1.09E+5","1.48E+4"
"2.06E-10","-5","1.20E+3","1.11E+5","1.23E+4"
"2.06E-10","-5","1.10E+3","1.10E+5","1.19E+4"
"2.06E-10","-5","1.00E+3","1.11E+5","1.02E+4"
"2.06E-10","-5","9.12E+2","1.10E+5","9.62E+3"
"2.06E-10","-5","8.32E+2","1.10E+5","9.02E+3"
"2.06E-10","-5","7.59E+2","1.10E+5","8.06E+3"
"2.06E-10","-5","6.92E+2","1.11E+5","7.51E+3"
"2.06E-10","-5","6.31E+2","1.11E+5","7.06E+3"
"2.06E-10","-5","5.75E+2","1.10E+5","6.86E+3"
"2.06E-10","-5","5.25E+2","1.11E+5","5.42E+3"
"2.06E-10","-5","4.79E+2","1.10E+5","5.85E+3"
"2.06E-10","-5","4.37E+2","1.10E+5","5.77E+3"
"2.06E-10","-5","3.98E+2","1.11E+5","5.08E+3"
"2.06E-10","-5","3.63E+2","1.10E+5","4.93E+3"
"2.06E-10","-5","3.31E+2","1.10E+5","4.51E+3"
"2.06E-10","-5","3.02E+2","1.11E+5","4.91E+3"
"2.06E-10","-5","2.75E+2","1.10E+5","4.87E+3"
"2.06E-10","-5","2.51E+2","1.11E+5","5.89E+3"
"2.06E-10","-5","2.29E+2","1.10E+5","4.71E+3"
"2.06E-10","-5","2.09E+2","1.10E+5","5.35E+3"
"2.06E-10","-5","1.91E+2","1.10E+5","5.25E+3"
"2.06E-10","-5","1.74E+2","1.10E+5","5.76E+3"
"2.06E-10","-5","1.58E+2","1.10E+5","5.73E+3"
"2.06E-10","-5","1.45E+2","1.11E+5","6.93E+3"
"2.06E-10","-5","1.32E+2","1.11E+5","7.18E+3"
"2.06E-10","-5","1.20E+2","1.11E+5","7.75E+3"
"2.06E-10","-5","1.10E+2","1.12E+5","8.11E+3"
"2.06E-10","-5","1.00E+2","1.12E+5","8.75E+3"
"2.06E-10","-5","9.12E+1","1.12E+5","9.25E+3"
"2.06E-10","-5","8.32E+1","1.12E+5","1.00E+4"
"2.06E-10","-5","7.59E+1","1.13E+5","1.06E+4"
"2.06E-10","-5","6.92E+1","1.14E+5","1.12E+4"
"2.06E-10","-5","6.31E+1","1.14E+5","1.18E+4"
"2.06E-10","-5","5.75E+1","1.16E+5","1.21E+4"
"2.06E-10","-5","5.25E+1","1.11E+5","1.29E+4"
"2.06E-10","-5","4.79E+1","1.19E+5","1.54E+4"
"2.06E-10","-5","4.37E+1","1.18E+5","1.51E+4"
"2.06E-10","-5","3.98E+1","1.18E+5","1.54E+4"
"2.06E-10","-5","3.63E+1","1.18E+5","1.54E+4"
"2.06E-10","-5","3.31E+1","1.20E+5","1.77E+4"
"2.06E-10","-5","3.02E+1","1.21E+5","1.72E+4"
"2.06E-10","-5","2.75E+1","1.23E+5","1.83E+4"
"2.06E-10","-5","2.51E+1","1.24E+5","2.02E+4"
"2.06E-10","-5","2.29E+1","1.25E+5","2.00E+4"
"2.06E-10","-5","2.09E+1","1.28E+5","2.17E+4"
"2.06E-10","-5","1.91E+1","1.28E+5","2.19E+4"
"2.06E-10","-5","1.74E+1","1.30E+5","2.22E+4"
"2.06E-10","-5","1.58E+1","1.32E+5","2.44E+4"
"2.06E-10","-5","1.45E+1","1.32E+5","2.33E+4"
"2.06E-10","-5","1.32E+1","1.34E+5","2.39E+4"
"2.06E-10","-5","1.20E+1","1.35E+5","2.44E+4"
"2.06E-10","-5","1.10E+1","1.37E+5","2.51E+4"
"2.06E-10","-5","1.00E+1","1.39E+5","2.56E+4"
"2.06E-10","-5","9.12E+0","1.40E+5","2.59E+4"
"2.06E-10","-5","8.32E+0","1.42E+5","2.53E+4"
"2.06E-10","-5","7.59E+0","1.44E+5","2.58E+4"
"2.06E-10","-5","6.92E+0","1.45E+5","2.60E+4"
"2.06E-10","-5","6.31E+0","1.47E+5","2.63E+4"
"2.06E-10","-5","5.75E+0","1.49E+5","2.67E+4"
"2.06E-10","-5","5.25E+0","1.51E+5","2.71E+4"
"2.06E-10","-5","4.79E+0","1.53E+5","2.75E+4"
"2.06E-10","-5","4.37E+0","1.54E+5","2.69E+4"
"2.06E-10","-5","3.98E+0","1.56E+5","2.76E+4"
"2.06E-10","-5","3.63E+0","1.57E+5","2.73E+4"
"2.06E-10","-5","3.31E+0","1.59E+5","2.77E+4"
"2.06E-10","-5","3.02E+0","1.61E+5","2.76E+4"
"2.06E-10","-5","2.75E+0","1.62E+5","2.79E+4"
"2.06E-10","-5","2.51E+0","1.64E+5","2.79E+4"
"2.06E-10","-5","2.29E+0","1.66E+5","2.77E+4"
"2.06E-10","-5","2.09E+0","1.67E+5","2.82E+4"
"2.06E-10","-5","1.91E+0","1.69E+5","2.79E+4"
"2.06E-10","-5","1.74E+0","1.71E+5","2.82E+4"
"2.06E-10","-5","1.58E+0","1.73E+5","2.83E+4"
"2.06E-10","-5","1.45E+0","1.75E+5","2.84E+4"
"2.06E-10","-5","1.32E+0","1.77E+5","2.91E+4"
"2.06E-10","-5","1.20E+0","1.79E+5","2.83E+4"
"2.06E-10","-5","1.10E+0","1.80E+5","2.81E+4"
"2.06E-10","-5","1.00E+0","1.83E+5","2.93E+4"
"2.06E-10","0","1.00E+6","7.08E+3","2.05E+3"
"2.06E-10","0","9.12E+5","7.17E+3","2.05E+3"
"2.06E-10","0","8.32E+5","7.01E+3","2.04E+3"
"2.06E-10","0","7.59E+5","7.20E+3","2.45E+3"
"2.06E-10","0","6.92E+5","7.47E+3","2.51E+3"
"2.06E-10","0","6.31E+5","7.37E+3","2.72E+3"
"2.06E-10","0","5.75E+5","7.49E+3","2.81E+3"
"2.06E-10","0","5.25E+5","7.65E+3","3.10E+3"
"2.06E-10","0","4.79E+5","7.74E+3","3.18E+3"
"2.06E-10","0","4.37E+5","7.93E+3","3.29E+3"
"2.06E-10","0","3.98E+5","8.05E+3","3.48E+3"
"2.06E-10","0","3.63E+5","8.11E+3","3.71E+3"
"2.06E-10","0","3.31E+5","8.34E+3","3.95E+3"
"2.06E-10","0","3.02E+5","8.41E+3","4.28E+3"
"2.06E-10","0","2.75E+5","8.54E+3","4.55E+3"
"2.06E-10","0","2.51E+5","8.65E+3","4.82E+3"
"2.06E-10","0","2.29E+5","8.76E+3","5.11E+3"
"2.06E-10","0","2.09E+5","8.94E+3","5.44E+3"
"2.06E-10","0","1.91E+5","9.07E+3","5.88E+3"
"2.06E-10","0","1.74E+5","9.20E+3","6.13E+3"
"2.06E-10","0","1.58E+5","9.51E+3","6.60E+3"
"2.06E-10","0","1.45E+5","9.59E+3","7.07E+3"
"2.06E-10","0","1.32E+5","9.71E+3","7.61E+3"
"2.06E-10","0","1.20E+5","1.00E+4","8.04E+3"
"2.06E-10","0","1.10E+5","1.03E+4","8.62E+3"
"2.06E-10","0","1.00E+5","1.04E+4","9.31E+3"
"2.06E-10","0","9.12E+4","1.07E+4","1.01E+4"
"2.06E-10","0","8.32E+4","1.09E+4","1.07E+4"
"2.06E-10","0","7.59E+4","1.12E+4","1.16E+4"
"2.06E-10","0","6.92E+4","1.15E+4","1.26E+4"
"2.06E-10","0","6.31E+4","1.19E+4","1.36E+4"
"2.06E-10","0","5.75E+4","1.22E+4","1.46E+4"
"2.06E-10","0","5.25E+4","1.26E+4","1.59E+4"
"2.06E-10","0","4.79E+4","1.33E+4","1.70E+4"
"2.06E-10","0","4.37E+4","1.40E+4","1.86E+4"
"2.06E-10","0","3.98E+4","1.46E+4","2.00E+4"
"2.06E-10","0","3.63E+4","1.54E+4","2.14E+4"
